sample_id,category,bvid,aid,page_url,canonical_bv_url,part_index,title,content_origin_platform,source_duration_seconds,pretrim_start_seconds,pretrim_end_seconds,pretrim_requested_duration_seconds,pretrim_effective_end_from_reported_duration_seconds,pretrim_effective_duration_from_reported_duration_seconds,num_tasks
AA0433,聊天室,BV1qYqeBEExh,115730628482067,https://www.bilibili.com/video/av115730628482067,https://www.bilibili.com/video/BV1qYqeBEExh,1,柔姐被激怒开启抖音聊天室，惨遭封禁！,douyin,1124,90,630,540,630,540,4
AA0434,聊天室,BV1rig5znEjz,114892086452013,https://www.bilibili.com/video/av114892086452013,https://www.bilibili.com/video/BV1rig5znEjz,1,零距离语音厅午夜档小琳做罚视频,douyin,218,0,218,218,218,218,3
AA0435,聊天室,BV1rmoLBREv6,116460135450520,https://www.bilibili.com/video/av116460135450520,https://www.bilibili.com/video/BV1rmoLBREv6,1,【智命男孩】4.24直播录屏（有弹幕版）/牙痛版小智/沉浸式直播/无声聊天,douyin,1031,230,420,190,420,190,3
AA0436,聊天室,BV1s5oYB3EGc,116453709716010,https://www.bilibili.com/video/av116453709716010,https://www.bilibili.com/video/BV1s5oYB3EGc,1,听潮阁语音厅考核2026.04.23 16-19 T.古大力 T.陈锤锤 考核现场,douyin,8777,300,3000,2700,3000,2700,3
AA0437,聊天室,BV1sue9eKETU,112842934059582,https://www.bilibili.com/video/av112842934059582,https://www.bilibili.com/video/BV1sue9eKETU,1,7/24（語音廳）,douyin,9034,360,3060,2700,3060,2700,3
AA0438,聊天室,BV1tuFYzxEZy,116017435051204,https://www.bilibili.com/video/av116017435051204,https://www.bilibili.com/video/BV1tuFYzxEZy,1,［直播录屏］2.4花小雕直播聊天+连麦局,douyin,6800,1200,3900,2700,3900,2700,3
AA0439,聊天室,BV1uGojBBE6o,116459866947778,https://www.bilibili.com/video/av116459866947778,https://www.bilibili.com/video/BV1uGojBBE6o,1,【听潮阁】【听潮阁·语音考核厅】【黄亲国麒】20260424考核 黄麒Eros＆南知意,douyin,7297,240,2940,2700,2940,2700,4
AA0440,聊天室,BV1uSSmYUEh3,113420305171176,https://www.bilibili.com/video/av113420305171176,https://www.bilibili.com/video/BV1uSSmYUEh3,1,【柯淳】20241104凌晨直播录屏——深夜聊天局，心疼我霸总最长拍摄时间46小时……,douyin,2876,600,2400,1800,2400,1800,3
AA0441,聊天室,BV1virjYmE4j,113765899049927,https://www.bilibili.com/video/av113765899049927,https://www.bilibili.com/video/BV1virjYmE4j,1,2025.1.4左左情感答疑直播(连麦老师已打码),douyin,2911,230,2000,1770,2000,1770,3
AA0442,聊天室,BV1wwnDz2EvA,115277123557916,https://www.bilibili.com/video/av115277123557916,https://www.bilibili.com/video/BV1wwnDz2EvA,1,2025年09月27日听潮阁语音厅考核全程回放 考官：北夜、木木墩,douyin,7458,540,3240,2700,3240,2700,3
AA0443,聊天室,BV1wxojBfEQ9,116459447520083,https://www.bilibili.com/video/av116459447520083,https://www.bilibili.com/video/BV1wxojBfEQ9,1,2026/0424/直播录屏。晚饭时间聊聊天,douyin,1060,360,720,360,720,360,3
AA0444,聊天室,BV1xL1RYnEWn,113254630164261,https://www.bilibili.com/video/av113254630164261,https://www.bilibili.com/video/BV1xL1RYnEWn,1,【控】k皇20241005下午直播聊天录屏之控控直播突然入睡《上》,douyin,3631,360,2520,2160,2520,2160,4
AA0445,聊天室,BV1xXoYBLEow,116452954805535,https://www.bilibili.com/video/av116452954805535,https://www.bilibili.com/video/BV1xXoYBLEow,1,20260423听潮阁语音厅考核锤子陈享直播录屏,douyin,7185,240,2940,2700,2940,2700,3
AA0446,聊天室,BV1xx4y147xC,1006357635,https://www.bilibili.com/video/av1006357635,https://www.bilibili.com/video/BV1xx4y147xC,1,［低频］240724凌晨直播回放录屏 弹幕版（一）O哥聊天室，唱歌~超帅！五百天快乐～ •蛋仔派对,douyin,9943,3600,6300,2700,6300,2700,3
AA0447,宠物,BV1mY2NYUEgb,113277933787467,https://www.bilibili.com/video/av113277933787467,https://www.bilibili.com/video/BV1mY2NYUEgb,1,哈仔十一 2024年10月9日 直播回放,unknown,4007,720,1920,1200,1920,1200,3
AA0448,聊天室,BV161ocYnETh,114342783686571,https://www.bilibili.com/video/av114342783686571,https://www.bilibili.com/video/BV161ocYnETh,1,王六堡（晚上直播） 25年4月15号,douyin,4417,240,2700,2460,2700,2460,3
AA0449,室外,BV1AaZiBnE1G,116097730811451,https://www.bilibili.com/video/av116097730811451,https://www.bilibili.com/video/BV1AaZiBnE1G,1,【新春一小时特别版】直播间的弹幕可比在户外直播的女主播更吸引人,douyin,3631,0,1200,1200,1200,1200,3
AA0450,室外,BV1EXoLBHE1k,116460152161306,https://www.bilibili.com/video/av116460152161306,https://www.bilibili.com/video/BV1EXoLBHE1k,1,【徐生&龙浩天】2026.04.24直播录屏,douyin,15318,900,3600,2700,3600,2700,3
AA0451,室外,BV1GCXkBBEPG,116324877474359,https://www.bilibili.com/video/av116324877474359,https://www.bilibili.com/video/BV1GCXkBBEPG,1,赵朔2026-3-31直播录屏第二场爬泸山（特效版）,douyin,10812,2700,5400,2700,5400,2700,2
AA0452,聊天室,BV1Hro1B3EvQ,116477483026185,https://www.bilibili.com/video/av116477483026185,https://www.bilibili.com/video/BV1Hro1B3EvQ,1,吴纯一 20260427 直播录屏 今日份吃播 嘉宾含量满满，CP百花齐放。,douyin,10686,120,1800,1680,1800,1680,4
AA0453,室外,BV1Jv4y167jn,564376611,https://www.bilibili.com/video/av564376611,https://www.bilibili.com/video/BV1Jv4y167jn,1,徐云直播录屏2022.12.30-31片段【徐云流浪中国】全长42分钟,douyin,2579,1980,2340,360,2340,360,4
AA0454,室外,BV1L5djBVEkN,116420608268168,https://www.bilibili.com/video/av116420608268168,https://www.bilibili.com/video/BV1L5djBVEkN,1,2026.04.17   404k晚秋 外景直播合集,douyin,12027,240,2400,2160,2400,2160,3
AA0455,聊天室,BV1LUdqB6EZn,116417571588787,https://www.bilibili.com/video/av116417571588787,https://www.bilibili.com/video/BV1LUdqB6EZn,1,2026年4月16日 雨子耶  直播录屏,douyin,4253,0,2100,2100,2100,2100,2
AA0456,室外,BV1QEEwzXEri,114501378643144,https://www.bilibili.com/video/av114501378643144,https://www.bilibili.com/video/BV1QEEwzXEri,1,0513【祈颜】户外｜进行一个烤鱼的吃（带弹幕 吃播完整版）,douyin,3182,900,2700,1800,2700,1800,4
AA0457,室外,BV1TV4y1Y7PF,872154063,https://www.bilibili.com/video/av872154063,https://www.bilibili.com/video/BV1TV4y1Y7PF,1,【陶三丰直播录屏】抖音直播片段2023.8.12（19:29-20:38）,douyin,4182,360,2700,2340,2700,2340,3
AA0458,聊天室,BV1VMkQYmEsN,113705886944162,https://www.bilibili.com/video/av113705886944162,https://www.bilibili.com/video/BV1VMkQYmEsN,1,恋爱十周年直播回放—谈谈吵架、自媒体，带欧包出场,douyin,1122,180,720,540,720,540,2
AA0459,室外,BV1bm42157j2,1605420470,https://www.bilibili.com/video/av1605420470,https://www.bilibili.com/video/BV1bm42157j2,1,带床去旅行床哥沙漠直播片段录屏20240601,douyin,1710,0,1800,1800,1710,1710,4
AA0460,聊天室,BV1chZFBLERa,116470822539558,https://www.bilibili.com/video/av116470822539558,https://www.bilibili.com/video/BV1chZFBLERa,1,董邵辉 直播 连麦 随机PK 打野 20260426,douyin,6659,540,2100,1560,2100,1560,3
AA0461,室外,BV1hCqZYJEJE,113655689514731,https://www.bilibili.com/video/av113655689514731,https://www.bilibili.com/video/BV1hCqZYJEJE,1,【弹幕版】床哥户外直播精彩回放｜2024年12月15日【带床去旅行】,douyin,4701,600,3000,2400,3000,2400,3
AA0462,室外,BV1tq421P7Dk,1452521300,https://www.bilibili.com/video/av1452521300,https://www.bilibili.com/video/BV1tq421P7Dk,1,带床去旅行Ⅰ带粉丝们看风景偶尔聊聊天也挺不错的Ⅰ精彩直播回放弹幕版,douyin,4721,900,3600,2700,3600,2700,3
AA0463,游戏,BV11T4y1b7VH,924191932,https://www.bilibili.com/video/av924191932,https://www.bilibili.com/video/BV11T4y1b7VH,1,【肘子X木赖】20240123直播全程录屏,unknown,9067,3000,5400,2400,5400,2400,3
AA0464,游戏,BV16BorBoEsB,116475771821026,https://www.bilibili.com/video/av116475771821026,https://www.bilibili.com/video/BV16BorBoEsB,1,2026.4.27四月公会赛 喜悦X cut,unknown,11203,27,600,573,600,573,3
AA0465,游戏,BV17PoCBfEWv,116477248277183,https://www.bilibili.com/video/av116477248277183,https://www.bilibili.com/video/BV17PoCBfEWv,1,【猪葛卧龙】直播录像 2026.04.27（带弹幕）,unknown,21838,300,2700,2400,2700,2400,3
AA0466,游戏,BV1AGokBeErz,116475738201521,https://www.bilibili.com/video/av116475738201521,https://www.bilibili.com/video/BV1AGokBeErz,1,2026.4.27【月赛弹幕】喜悦X  星梦盛典 公会赛 月赛 第一天 直播录屏 直播回放 更新完,unknown,19893,1038,3738,2700,3738,2700,3
AA0467,游戏,BV1Emo1BTEo3,116477415916058,https://www.bilibili.com/video/av116477415916058,https://www.bilibili.com/video/BV1Emo1BTEo3,1,4月27日9277长弥和平精英巅峰赛直播回放,unknown,15652,12600,15300,2700,15300,2700,3
AA0468,游戏,BV1GPv1ehEfS,112876740150497,https://www.bilibili.com/video/av112876740150497,https://www.bilibili.com/video/BV1GPv1ehEfS,1,「DL.搭车」24.7.30个直播录屏20点-和平精英、pubg游戏。,unknown,23720,3600,6300,2700,6300,2700,4
AA0469,游戏,BV1JBorBoEEP,116475771748919,https://www.bilibili.com/video/av116475771748919,https://www.bilibili.com/video/BV1JBorBoEEP,1,【4月月赛】 2026/4/20 喜悦w星梦盛典公会赛团体考核 糯米团子诺亚 直播录屏 弹幕/清屏,unknown,33519,3600,6300,2700,6300,2700,4
AA0470,游戏,BV1KrJ5znEGV,114547465716070,https://www.bilibili.com/video/av114547465716070,https://www.bilibili.com/video/BV1KrJ5znEGV,1,【暴0战士】2025-05-21 直播回放完整版*（双排*极品大帅哥'苏苏大王）,unknown,7895,1200,3900,2700,3900,2700,3
AA0471,游戏,BV1M9XcBDECd,116279813999225,https://www.bilibili.com/video/av116279813999225,https://www.bilibili.com/video/BV1M9XcBDECd,1,【CV柒夜粉丝录屏】2026.03.23～24 抖音直播 游戏场《你画我猜》和《MIMESIS》,unknown,17250,3600,6300,2700,6300,2700,3
AA0472,游戏,BV1b2DjBXE3F,116369806858797,https://www.bilibili.com/video/av116369806858797,https://www.bilibili.com/video/BV1b2DjBXE3F,1,2026.4.8喜悦5V5团播之夜王者荣耀（小萝卜！太让麻麻有面儿了！！！,unknown,16022,2160,4860,2700,4860,2700,2
AA0473,聊天室,BV1xiomBpE2g,116478573543611,https://www.bilibili.com/video/av116478573543611,https://www.bilibili.com/video/BV1xiomBpE2g,1,张琦直播20260427,unknown,6655,2100,4800,2700,4800,2700,4
